sex,LSAT,UGPA,ZFYA,uuid
0,40.0,3.7,0.24,16015263410452763116
1,34.0,3.5,-0.9,16015263796999819756
1,39.0,3.3,-0.72,16015264226496549356
0,40.0,3.7,-0.96,16015264655993278956
0,47.0,3.1,0.76,16015265300238373356
1,35.0,3.7,-1.35,16015265729735102956
0,41.0,3.6,1.04,16015266159231832556
1,37.0,2.8,-0.34,16015266588728562156
0,42.0,2.8,-0.81,16015266975275618796
0,39.0,3.3,-0.79,16015267447722021356
1,39.0,3.4,-1.28,16015267877218750956
0,40.0,3.7,0.76,16015268263765807596
0,25.0,2.7,-2.08,16015268693262537196
0,32.0,3.0,0.5,16015269122759266796
0,42.0,3.4,0.8,16015269552255996396
1,44.0,3.9,0.97,16015269981752725996
1,38.0,3.1,-0.01,16015270411249455596
0,38.0,3.9,0.35,16015270840746185196
1,31.0,2.9,-2.79,16015271270242914796
0,45.0,2.8,-0.08,16015271699739644396
1,39.0,3.8,-2.14,16015272129236373996
0,40.0,3.8,-0.68,16015272558733103596
1,39.0,3.5,-1.11,16015272988229833196
0,39.0,2.8,0.11,16015273374776889836
0,39.0,3.4,0.29,16015273804273619436
0,35.0,3.6,1.73,16015274233770349036
1,42.0,3.4,-0.25,16015274663267078636
1,46.0,2.6,0.97,16015275092763808236
0,33.0,3.4,0.89,16015275522260537836
0,38.0,3.6,0.57,16015275908807594476
0,36.0,3.8,-0.44,16015276338304324076
0,40.0,3.0,-0.77,16015276767801053676
1,37.0,3.7,0.59,16015277197297783276
1,42.0,3.1,-0.12,16015277626794512876
0,37.5,3.4,-0.08,16015278013341569516
1,38.0,3.3,-0.83,16015278442838299116
1,38.0,3.3,-0.75,16015278872335028716
0,33.0,3.6,0.18,16015279301831758316
0,39.0,3.3,1.79,16015279731328487916
0,47.0,2.8,0.82,16015280160825217516
0,39.0,3.5,-0.68,16015280590321947116
0,39.5,2.8,-1.05,16015280976869003756
0,36.0,3.4,1.15,16015281406365733356
0,39.0,3.4,2.14,16015281835862462956
0,37.0,2.7,0.76,16015282265359192556
1,33.0,3.6,-0.62,16015282694855922156
0,42.0,3.1,0.01,16015283124352651756
0,42.0,3.4,0.01,16015283510899708396
1,36.0,3.5,1.02,16015283940396437996
1,37.0,3.5,0.54,16015284369893167596
0,36.0,3.7,-0.42,16015284799389897196
0,35.0,3.6,-0.42,16015285228886626796
1,43.0,3.3,0.67,16015285615433683436
0,41.0,3.9,1.0,16015286044930413036
0,42.0,3.9,0.82,16015286474427142636
1,30.0,3.5,-0.47,16015286903923872236
1,36.0,2.9,-0.21,16015287333420601836
0,37.0,3.8,0.85,16015287762917331436
0,31.0,3.2,0.07,16015288192414061036
0,40.0,3.1,0.22,16015288578961117676
0,34.5,2.9,0.16,16015289008457847276
0,40.0,3.4,1.38,16015289437954576876
1,42.0,2.8,0.37,16015289867451306476
0,42.5,3.0,2.18,16015290296948036076
1,38.0,3.4,0.14,16015290726444765676
0,41.0,3.3,0.24,16015291112991822316
1,41.0,2.8,-0.79,16015291542488551916
1,33.0,3.8,-0.06,16015291971985281516
1,41.0,3.0,-0.53,16015292401482011116
0,34.0,3.0,0.9,16015292830978740716
0,37.0,3.6,0.61,16015293260475470316
1,38.0,3.5,1.16,16015293689972199916
0,39.0,3.2,0.27,16015294119468929516
0,39.0,2.6,0.69,16015294548965659116
1,40.0,3.0,-0.31,16015294978462388716
0,33.0,2.3,-0.26,16015295407959118316
1,29.0,2.7,-2.09,16015295837455847916
0,28.0,3.4,-0.81,16015296266952577516
1,37.0,3.4,0.03,16015296653499634156
1,35.0,3.5,-0.6,16015297082996363756
0,37.0,3.4,0.27,16015297512493093356
1,37.0,3.5,-0.28,16015297941989822956
0,38.0,3.2,-0.36,16015298328536879596
0,29.0,3.0,0.22,16015298758033609196
0,41.0,3.8,1.03,16015299187530338796
1,42.0,3.6,0.16,16015299617027068396
1,38.0,3.5,1.29,16015300046523797996
0,37.0,3.0,0.74,16015300433070854636
1,43.0,3.0,0.58,16015300862567584236
1,37.0,3.6,2.21,16015301592712024556
1,38.5,2.8,0.63,16015302022208754156
0,41.0,3.4,-0.48,16015302451705483756
0,33.5,2.7,-0.97,16015302881202213356
0,34.0,3.1,-0.78,16015303267749269996
0,39.0,2.4,-0.76,16015303740195672556
1,33.0,3.1,0.61,16015304169692402156
1,24.0,3.2,-1.78,16015304599189131756
1,39.0,3.1,0.56,16015305028685861356
0,33.0,3.5,0.69,16015305415232917996
1,42.0,2.8,0.92,16015305844729647596
1,35.0,3.5,-0.65,16015306274226377196
0,40.0,2.3,-1.07,16015306660773433836
1,29.5,3.2,-0.63,16015307262068855276
1,40.0,3.8,1.32,16015307691565584876
0,39.0,2.4,-0.55,16015308292861006316
1,37.5,3.5,0.29,16015308722357735916
1,33.75,2.6,-0.99,16015309151854465516
1,38.0,3.3,-0.65,16015309581351195116
1,33.0,3.5,0.14,16015310010847924716
0,32.0,2.8,0.16,16015310397394981356
1,40.0,3.1,0.84,16015310826891710956
1,31.0,3.5,0.61,16015311213438767596
1,42.0,3.5,2.5,16015311642935497196
1,47.0,3.9,1.89,16015312072432226796
1,42.0,3.2,1.0,16015312501928956396
0,39.0,3.0,-0.1,16015312888476013036
1,29.0,2.8,0.08,16015313317972742636
0,36.0,2.9,2.15,16015313747469472236
1,38.0,3.3,0.61,16015314134016528876
0,36.0,3.2,0.77,16015314692362277356
1,37.0,3.2,0.11,16015315121859006956
1,35.0,3.0,-0.07,16015315551355736556
1,40.0,3.5,1.42,16015315980852466156
0,39.0,3.8,2.39,16015316410349195756
1,35.0,3.3,-0.18,16015316796896252396
1,40.0,2.5,-0.94,16015317226392981996
0,37.0,2.9,0.03,16015317655889711596
0,24.0,3.6,-1.54,16015318042436768236
1,38.0,2.9,0.74,16015318471933497836
1,33.0,3.8,-0.55,16015318901430227436
0,35.0,3.4,-0.28,16015319330926957036
1,33.0,3.0,-0.26,16015319717474013676
0,36.0,3.2,-0.07,16015320146970743276
1,32.0,3.3,0.5,16015320576467472876
0,30.0,2.9,-0.31,16015321005964202476
0,33.0,3.2,-0.07,16015321392511259116
1,39.5,3.5,0.37,16015321950857007596
0,29.5,3.3,-1.46,16015322380353737196
0,39.0,3.6,-0.02,16015322809850466796
0,34.0,3.6,-0.63,16015323196397523436
0,41.0,3.0,-0.52,16015323625894253036
1,42.0,2.9,-0.15,16015324055390982636
0,42.0,3.1,-1.39,16015324484887712236
1,38.5,3.7,-0.65,16015324871434768876
1,35.0,3.4,-0.26,16015325300931498476
0,39.0,3.3,-0.21,16015325730428228076
1,33.0,3.0,-0.34,16015326116975284716
1,38.0,3.5,1.05,16015326546472014316
0,39.0,3.0,0.24,16015326975968743916
1,36.0,3.9,0.45,16015327362515800556
0,40.0,2.9,-0.49,16015327792012530156
0,31.0,2.9,0.0,16015328221509259756
0,41.0,2.5,-0.89,16015328608056316396
0,44.0,3.1,0.0,16015329209351737836
1,34.0,3.5,-0.44,16015329595898794476
1,38.0,3.5,-0.07,16015330025395524076
0,39.0,2.6,-0.34,16015330454892253676
1,37.0,3.3,0.11,16015330884388983276
1,33.0,3.4,1.68,16015331313885712876
0,44.0,3.2,1.19,16015331700432769516
0,30.0,3.1,-0.47,16015332129929499116
1,35.0,2.9,1.26,16015332559426228716
0,30.0,2.9,-0.16,16015332988922958316
0,36.0,3.1,-1.02,16015333418419687916
0,37.0,3.2,-0.23,16015333804966744556
0,46.0,3.6,1.84,16015334234463474156
0,45.0,3.7,1.71,16015334663960203756
1,37.0,2.4,-0.89,16015335093456933356
0,40.0,2.0,1.71,16015335480003989996
0,36.0,3.5,0.7,16015335909500719596
1,31.0,4.0,-0.1,16015336467846468076
0,36.5,3.1,-0.42,16015336897343197676
0,36.0,3.0,1.42,16015337326839927276
0,39.0,2.7,1.03,16015337756336656876
1,34.5,3.2,1.61,16015338185833386476
0,37.0,3.7,0.77,16015338572380443116
1,40.0,3.7,1.45,16015339001877172716
0,37.0,3.1,1.58,16015339431373902316
1,27.5,3.0,-0.89,16015339860870631916
1,43.0,3.4,-0.26,16015340247417688556
1,36.0,3.2,1.08,16015340676914418156
1,44.0,3.9,0.74,16015341106411147756
1,37.0,3.2,-1.15,16015341535907877356
0,38.0,3.2,0.87,16015341922454933996
0,29.0,2.6,0.06,16015342351951663596
0,37.0,2.9,-0.13,16015342781448393196
1,39.0,2.8,0.06,16015343210945122796
1,39.0,3.8,1.08,16015343726341198316
1,30.0,2.7,-0.97,16015344671234003436
0,40.0,3.1,0.53,16015345358428770796
0,40.0,3.1,0.11,16015346045623538156
1,36.0,3.2,-0.84,16015346603969286636
0,39.0,2.5,0.19,16015347033466016236
0,37.0,3.4,0.16,16015347462962745836
0,27.0,2.4,-0.99,16015347892459475436
0,41.0,3.3,0.32,16015348279006532076
0,36.0,2.9,1.42,16015348708503261676
1,33.0,2.5,-1.6,16015349137999991276
0,40.0,3.3,0.19,16015349567496720876
0,37.0,3.2,-0.05,16015349996993450476
0,44.0,3.0,-0.42,16015350426490180076
0,35.0,3.1,-0.84,16015350855986909676
0,42.0,2.9,0.5,16015351500232004076
1,27.0,3.3,-1.17,16015351929728733676
1,35.5,3.3,0.21,16015352488074482156
0,32.5,2.8,0.16,16015352917571211756
0,37.5,3.3,1.66,16015353347067941356
0,33.0,2.2,-1.05,16015353733614997996
0,33.0,3.4,-1.18,16015354163111727596
0,40.0,3.4,0.27,16015354592608457196
0,30.0,3.2,0.96,16015354979155513836
0,37.0,3.8,0.92,16015355408652243436
0,40.0,2.3,0.82,16015355838148973036
0,40.0,2.8,-0.15,16015356267645702636
1,35.0,3.3,0.58,16015356654192759276
0,33.0,3.3,0.82,16015357083689488876
0,29.0,3.7,-0.26,16015357513186218476
1,35.0,3.2,-1.15,16015357942682948076
0,31.0,2.6,-0.21,16015358372179677676
1,36.5,3.6,-0.31,16015358758726734316
1,37.0,3.3,-0.1,16015359188223463916
0,44.0,3.1,1.61,16015359746569212396
1,35.0,3.0,-1.41,16015360176065941996
0,38.0,3.3,0.53,16015360605562671596
1,43.0,3.3,1.58,16015360992109728236
0,33.0,2.4,-0.63,16015361421606457836
1,38.0,3.6,0.74,16015361851103187436
0,37.5,3.6,1.5,16015362280599917036
0,29.5,3.1,-1.23,16015362710096646636
1,36.0,3.1,0.24,16015363139593376236
1,39.0,3.6,-0.34,16015363569090105836
1,40.0,3.6,1.4,16015363998586835436
1,35.0,3.0,0.84,16015364428083565036
1,31.5,3.0,-0.44,16015364857580294636
0,40.0,2.8,-0.23,16015365244127351276
1,36.0,3.9,-0.31,16015365673624080876
1,37.0,3.8,0.92,16015366103120810476
0,29.0,3.4,-0.19,16015366489667867116
0,34.0,2.5,-1.57,16015367048013615596
0,32.0,4.0,0.35,16015367477510345196
0,35.5,3.8,2.16,16015367907007074796
0,37.0,3.1,0.19,16015368851899879916
0,34.0,3.4,-0.15,16015369281396609516
1,36.0,3.7,0.35,16015369667943666156
1,40.0,3.9,0.14,16015370097440395756
1,33.0,3.7,1.4,16015370483987452396
0,35.0,3.3,-0.05,16015370913484181996
0,39.0,2.7,0.18,16015371300031238636
0,39.0,3.3,-0.26,16015371729527968236
1,38.0,3.7,0.69,16015372116075024876
1,39.5,3.4,1.13,16015372502622081516
0,38.0,3.1,-0.36,16015372932118811116
0,36.0,3.1,-0.89,16015373318665867756
0,34.0,3.1,-0.13,16015373748162597356
1,35.0,3.0,-0.55,16015374134709653996
1,41.0,3.0,2.18,16015374693055402476
0,37.0,2.7,0.82,16015375122552132076
1,27.0,3.0,-0.97,16015375509099188716
1,33.0,3.1,-0.57,16015375895646245356
1,30.0,3.6,-1.15,16015376325142974956
1,40.0,3.6,1.19,16015376711690031596
1,34.5,3.7,1.16,16015377141186761196
0,26.0,3.4,-0.81,16015377527733817836
0,38.0,3.7,0.61,16015377914280874476
1,35.0,3.1,0.9,16015378343777604076
0,32.0,3.1,-1.65,16015378773274333676
0,43.0,2.1,1.24,16015379159821390316
0,37.0,3.0,-1.31,16015379589318119916
1,38.0,2.9,0.03,16015379975865176556
0,36.0,2.1,-0.07,16015380362412233196
0,39.0,2.8,-0.49,16015380791908962796
0,38.0,3.5,-0.07,16015381178456019436
0,41.0,2.7,0.98,16015381736801767916
0,36.0,3.4,-0.65,16015382123348824556
0,39.0,3.1,0.14,16015382552845554156
0,37.0,3.0,-0.97,16015382939392610796
0,39.0,3.2,-0.07,16015383368889340396
1,31.5,2.4,-2.02,16015383798386069996
1,43.0,3.3,1.08,16015384184933126636
1,34.0,3.2,-0.84,16015384571480183276
0,32.5,3.1,-1.12,16015385000976912876
1,40.0,3.0,1.47,16015385387523969516
1,36.0,3.4,0.24,16015385817020699116
0,36.0,3.2,-0.13,16015386203567755756
1,31.25,3.7,-0.68,16015386590114812396
1,29.0,2.9,0.32,16015387019611541996
0,33.0,3.4,-1.04,16015390799182762476
1,32.0,3.5,0.92,16015391271629165036
0,32.0,2.9,0.33,16015391701125894636
1,35.25,3.1,0.67,16015392130622624236
1,34.0,3.3,0.61,16015392517169680876
1,34.0,3.5,0.51,16015392903716737516
1,33.0,3.5,0.3,16015393333213467116
1,32.0,3.3,1.47,16015393762710196716
1,38.0,2.8,-0.27,16015394364005618156
1,36.0,3.2,-0.15,16015394793502347756
0,40.0,3.1,0.71,16015395180049404396
1,31.0,3.8,-0.48,16015395609546133996
0,32.0,3.7,0.55,16015396039042863596
0,31.0,2.4,-1.52,16015396425589920236
0,33.0,3.5,0.92,16015396812136976876
0,33.0,2.0,0.3,16015397241633706476
1,34.0,3.9,1.43,16015397628180763116
1,38.0,3.1,1.12,16015398229476184556
1,34.0,3.5,0.82,16015398701922587116
0,26.0,3.3,-0.56,16015399088469643756
1,36.0,3.3,0.57,16015399517966373356
1,20.0,2.9,-0.95,16015399947463102956
0,32.0,2.8,-0.58,16015400334010159596
1,30.0,3.2,-1.13,16015400763506889196
0,36.0,3.2,1.16,16015401150053945836
0,42.0,2.9,-0.15,16015401579550675436
1,34.0,3.4,-0.27,16015401966097732076
1,33.0,3.9,0.05,16015402395594461676
1,29.0,3.1,-0.46,16015402782141518316
1,37.0,3.3,-0.32,16015403211638247916
1,35.25,3.4,-0.11,16015403598185304556
0,39.0,3.0,0.3,16015404027682034156
1,36.0,4.0,2.93,16015404414229090796
1,23.0,3.2,-0.56,16015404843725820396
0,33.0,3.3,0.55,16015405230272877036
0,37.5,3.4,1.68,16015405659769606636
1,37.0,3.1,-0.21,16015406046316663276
0,32.0,3.4,0.67,16015406432863719916
1,25.0,2.4,-0.85,16015406862360449516
1,33.5,3.0,-0.21,16015407248907506156
1,35.0,3.7,-0.25,16015407635454562796
0,21.0,3.4,-0.27,16015408064951292396
1,34.0,3.2,-0.38,16015408451498349036
0,34.0,3.4,-0.64,16015408880995078636
1,36.0,3.2,-0.48,16015409267542135276
0,37.0,3.3,0.24,16015409697038864876
0,35.0,3.6,1.12,16015410083585921516
1,17.5,2.5,-1.53,16015410470132978156
1,31.0,3.9,-0.58,16015410899629707756
0,39.0,3.4,-0.11,16015411286176764396
0,32.0,3.9,1.64,16015411672723821036
1,33.0,3.6,1.37,16015412918264336876
0,30.5,3.2,-0.15,16015413304811393516
0,41.0,3.8,0.14,16015413734308123116
0,36.0,3.3,-0.46,16015414163804852716
1,15.5,2.9,-1.3,16015414550351909356
1,29.25,3.1,-0.21,16015414979848638956
0,37.0,3.1,-0.01,16015415409345368556
0,32.0,3.6,0.26,16015415838842098156
1,27.0,3.8,-0.03,16015416225389154796
0,33.0,3.4,-0.11,16015416654885884396
0,38.0,3.3,1.64,16015417084382613996
1,36.0,3.6,0.96,16015417513879343596
1,20.0,3.0,-0.69,16015417943376073196
0,35.0,3.6,-0.32,16015418372872802796
1,12.0,2.9,-1.08,16015418802369532396
1,37.0,3.5,0.82,16015419188916589036
0,36.0,3.1,0.47,16015419618413318636
0,39.0,3.2,1.02,16015420047910048236
1,28.0,3.6,-0.17,16015420477406777836
1,30.0,3.7,-0.4,16015420863953834476
1,38.0,2.9,-0.4,16015421293450564076
1,38.0,3.3,0.98,16015421722947293676
0,33.0,3.5,0.57,16015422667840098796
1,31.0,3.4,1.02,16015423097336828396
1,37.0,3.3,-0.05,16015423483883885036
0,39.0,2.5,1.84,16015423913380614636
1,36.0,3.2,0.92,16015424299927671276
1,43.0,2.5,0.36,16015424729424400876
0,34.0,3.4,1.3,16015425115971457516
0,30.0,2.4,0.03,16015425545468187116
0,35.0,3.3,0.75,16015425932015243756
1,24.0,3.5,0.03,16015426318562300396
1,36.0,3.2,-0.46,16015426748059029996
0,42.0,3.1,-1.18,16015427134606086636
1,37.0,3.1,0.57,16015427564102816236
1,41.0,2.8,-0.42,16015427950649872876
1,30.0,3.5,-0.05,16015428380146602476
1,38.0,3.9,-0.86,16015428766693659116
0,33.0,3.3,-0.38,16015429153240715756
1,39.0,3.3,1.6,16015429582737445356
0,33.0,3.2,-0.69,16015430012234174956
0,35.0,3.3,0.88,16015430398781231596
1,35.0,3.2,-0.15,16015430828277961196
1,39.0,3.3,0.14,16015431558422401516
0,41.0,3.3,1.88,16015431987919131116
1,31.0,3.2,0.65,16015432374466187756
0,31.5,2.9,1.06,16015432803962917356
1,37.0,2.9,-0.46,16015433233459646956
0,35.0,3.2,-0.69,16015433620006703596
0,39.0,3.5,1.12,16015434006553760236
1,38.0,3.5,0.03,16015434436050489836
0,37.0,3.2,0.67,16015434822597546476
0,37.0,3.0,-0.11,16015435209144603116
0,36.0,3.8,1.91,16015435638641332716
1,30.0,3.2,-1.28,16015436025188389356
0,31.0,4.0,0.09,16015436454685118956
1,28.5,3.3,-0.99,16015437013030867436
0,34.0,2.9,1.27,16015437442527597036
0,36.0,3.0,0.45,16015437829074653676
0,40.0,2.7,1.49,16015438215621710316
0,38.0,3.3,0.86,16015438645118439916
1,24.5,3.7,0.96,16015439031665496556
1,29.0,3.4,1.42,16015439461162226156
1,36.0,3.0,1.16,16015439847709282796
1,21.0,3.5,-1.59,16015440234256339436
1,30.75,3.7,0.03,16015441436847182316
0,39.0,2.9,1.23,16015441866343911916
1,33.0,3.3,-0.15,16015442295840641516
0,40.0,3.0,-0.89,16015442725337371116
0,36.0,3.8,0.65,16015443111884427756
1,19.0,3.0,-2.02,16015443541381157356
0,30.0,3.2,-0.01,16015443970877886956
1,36.0,3.5,0.34,16015444357424943596
1,33.0,3.3,-0.27,16015444829871346156
0,37.0,3.4,0.67,16015445216418402796
0,37.0,3.4,0.1,16015445645915132396
0,38.0,3.1,-0.27,16015446075411861996
0,33.0,3.6,0.3,16015446461958918636
1,36.0,3.2,0.36,16015446891455648236
0,29.0,3.5,-1.0,16015447320952377836
1,32.0,3.2,0.3,16015447750449107436
1,27.0,3.6,-1.39,16015448179945837036
0,36.0,3.2,0.47,16015448566492893676
1,26.0,2.9,-2.25,16015448995989623276
0,36.0,3.0,0.2,16015450241530139116
1,32.5,2.6,1.29,16015450628077195756
0,32.0,3.4,0.98,16015451057573925356
1,37.0,3.1,0.14,16015452217215095276
1,33.0,3.7,1.12,16015452603762151916
1,33.0,3.3,0.04,16015452990309208556
0,32.5,3.5,0.45,16015453419805938156
0,36.0,3.4,-0.25,16015453849302667756
0,34.0,3.5,0.55,16015454235849724396
1,36.0,3.0,0.05,16015454665346453996
1,43.0,3.1,0.67,16015455094843183596
0,38.0,3.5,1.31,16015455481390240236
0,34.5,3.2,1.33,16015455867937296876
1,37.0,3.3,-1.45,16015456297434026476
0,43.0,3.0,0.82,16015457457075196396
0,45.0,3.2,2.05,16015457843622253036
0,35.0,3.2,-0.9,16015458273118982636
0,37.0,4.0,1.19,16015458702615712236
1,36.0,2.8,-0.17,16015459132112441836
0,35.0,3.5,0.75,16015459561609171436
0,38.0,2.8,0.24,16015459991105901036
1,28.5,3.1,-0.36,16015460377652957676
0,28.5,2.9,0.61,16015460807149687276
0,33.0,2.6,-0.17,16015461236646416876
0,38.0,3.3,-0.36,16015461666143146476
0,28.75,3.0,0.38,16015462052690203116
1,20.0,2.7,-0.54,16015462482186932716
0,40.0,2.9,0.3,16015462911683662316
1,30.0,2.9,-0.13,16015463341180391916
0,21.0,2.3,-1.8,16015463770677121516
1,35.0,3.6,-0.79,16015464200173851116
0,36.0,3.2,-0.25,16015464586720907756
1,36.0,3.5,1.54,16015465016217637356
0,40.0,2.8,0.75,16015465445714366956
0,41.0,2.8,1.37,16015465832261423596
0,35.0,3.4,0.2,16015466390607172076
1,36.0,2.7,-1.4,16015466820103901676
0,38.0,2.9,-1.3,16015467249600631276
0,36.5,3.5,0.45,16015467636147687916
1,37.0,2.9,-1.51,16015468065644417516
0,33.0,3.3,0.14,16015468495141147116
1,35.0,3.6,-0.42,16015468924637876716
0,27.0,3.3,0.45,16015469311184933356
1,24.0,2.5,-0.85,16015469740681662956
0,28.0,2.5,-0.52,16015470170178392556
1,41.0,3.6,1.5,16015470556725449196
1,40.0,2.8,1.16,16015470986222178796
0,38.0,3.2,-0.07,16015471415718908396
1,32.0,3.3,-0.64,16015471845215637996
0,26.5,3.2,-0.62,16015472231762694636
0,38.0,3.1,1.29,16015472661259424236
0,32.0,3.3,-0.01,16015473090756153836
1,21.75,3.6,-0.69,16015473606152229356
0,33.0,3.4,-0.29,16015474035648958956
1,23.5,3.4,-0.85,16015474465145688556
0,29.5,3.5,-0.11,16015474894642418156
0,36.0,2.9,0.1,16015475624786858476
1,33.0,3.4,-0.05,16015476054283588076
0,40.0,3.2,-0.32,16015476483780317676
0,38.0,3.2,1.02,16015476913277047276
0,33.0,3.8,0.05,16015477299824103916
0,27.0,3.6,-0.27,16015477729320833516
1,30.25,3.3,0.51,16015478158817563116
1,33.0,3.4,0.47,16015478545364619756
0,39.0,2.9,-0.46,16015478974861349356
1,22.5,2.6,-1.67,16015479404358078956
1,22.5,2.8,-0.93,16015480005653500396
0,38.0,2.7,-0.05,16015480435150229996
0,31.25,3.0,-0.87,16015480864646959596
0,31.5,2.8,-0.15,16015481422992708076
0,38.0,3.3,0.05,16015481852489437676
1,37.0,3.8,1.08,16015482281986167276
0,37.0,4.0,0.48,16015482711482896876
0,35.0,3.5,0.03,16015483098029953516
0,34.0,3.2,-0.21,16015483527526683116
0,35.0,3.2,1.47,16015483957023412716
0,34.0,3.8,0.14,16015484386520142316
0,37.0,3.3,-0.01,16015484773067198956
1,35.0,3.4,-0.21,16015485202563928556
1,35.0,3.3,-1.39,16015485589110985196
0,37.0,3.4,-1.04,16015486018607714796
1,37.0,3.1,-0.6,16015486448104444396
0,31.0,2.8,0.51,16015486877601173996
0,30.0,3.8,0.61,16015487307097903596
1,36.0,3.4,0.2,16015487736594633196
0,18.0,2.6,-2.1,16015488123141689836
0,35.5,3.3,0.03,16015488681487438316
0,29.0,3.1,0.22,16015489110984167916
0,30.0,2.4,-0.48,16015489540480897516
0,45.0,3.8,1.12,16015489927027954156
0,33.0,2.7,0.03,16015490356524683756
0,41.0,3.0,0.16,16015490786021413356
1,33.0,3.6,0.42,16015491172568469996
0,37.0,3.5,0.14,16015491602065199596
0,39.0,2.9,1.21,16015492074511602156
1,38.0,3.6,0.84,16015492504008331756
1,31.5,3.1,0.79,16015492890555388396
1,39.0,3.2,1.19,16015493320052117996
1,24.0,2.3,-1.28,16015493706599174636
0,36.0,2.7,0.1,16015494136095904236
1,36.0,3.3,1.06,16015494565592633836
1,34.0,3.0,0.4,16015494952139690476
1,21.0,3.1,-1.88,16015495381636420076
0,34.0,2.2,-0.12,16015495897032495596
1,35.0,3.2,0.47,16015496326529225196
1,34.0,3.1,-0.99,16015496756025954796
1,20.0,3.2,-2.1,16015497228472357356
0,24.0,2.0,-2.1,16015497615019413996
1,33.5,3.4,0.61,16015498044516143596
1,23.0,2.8,-2.37,16015498474012873196
0,35.5,3.4,0.75,16015498860559929836
0,33.5,3.6,-0.77,16015499290056659436
0,29.0,3.4,0.55,16015499719553389036
1,30.0,3.6,0.4,16015500106100445676
1,18.0,2.8,-1.04,16015500535597175276
0,21.5,3.4,-0.44,16015500965093904876
1,35.0,3.4,0.96,16015501394590634476
0,37.0,2.5,-0.77,16015501781137691116
1,27.0,3.3,-0.11,16015502253584093676
1,34.0,3.1,0.2,16015502683080823276
0,33.0,3.4,-0.11,16015503198476898796
1,38.0,3.1,0.36,16015503627973628396
0,35.0,2.9,0.61,16015504057470357996
0,33.0,3.2,-0.21,16015504444017414636
1,32.5,3.4,0.51,16015504873514144236
0,35.5,3.2,-1.08,16015505303010873836
0,34.0,3.1,0.86,16015505689557930476
0,32.0,2.7,-1.34,16015506119054660076
0,34.0,3.5,-0.38,16015506505601716716
0,34.0,3.5,-0.15,16015506935098446316
1,28.5,3.0,-1.01,16015507407544848876
0,34.0,3.6,-0.25,16015507794091905516
1,26.5,3.2,0.61,16015508223588635116
1,34.0,3.2,0.16,16015508653085364716
1,32.5,3.5,-0.01,16015509039632421356
0,35.0,3.7,1.99,16015509469129150956
0,36.5,3.1,0.05,16015510285172937196
1,32.5,3.3,-0.56,16015510972367704556
0,30.0,2.9,0.38,16015511401864434156
1,35.5,3.0,-0.67,16015511831361163756
0,35.0,3.4,0.47,16015512260857893356
1,32.0,3.8,1.31,16015512647404949996
0,39.0,2.8,-0.19,16015513119851352556
1,32.0,3.5,1.12,16015513506398409196
0,30.0,2.4,-1.36,16015513935895138796
0,32.75,3.5,0.28,16015514365391868396
1,31.0,3.7,1.45,16015514794888597996
0,42.0,3.6,0.2,16015515181435654636
1,28.0,2.5,0.94,16015515610932384236
1,41.0,2.8,1.08,16015516641724535276
1,26.0,3.8,-0.67,16015517328919302636
0,24.5,3.7,0.47,16015518230862434796
0,39.0,3.6,0.61,16015518703308837356
0,36.0,3.2,0.47,16015519132805566956
1,32.0,3.5,-0.56,16015519734100988396
0,37.0,3.0,0.47,16015520163597717996
0,26.0,2.9,0.65,16015520593094447596
1,34.0,3.7,0.79,16015521194389869036
0,34.0,3.3,0.94,16015521623886598636
0,24.0,3.1,-1.36,16015522053383328236
1,30.0,2.1,-0.17,16015522439930384876
0,22.0,2.8,-2.06,16015523084175479276
1,25.0,2.7,-1.08,16015523513672208876
1,31.0,3.0,0.08,16015523900219265516
0,16.0,2.9,-0.5,16015524329715995116
0,20.75,2.4,-0.67,16015524716263051756
0,29.5,3.5,-0.5,16015525188709454316
0,36.0,3.3,0.42,16015525618206183916
0,37.0,3.1,0.65,16015526047702913516
1,31.0,3.7,0.88,16015526434249970156
1,40.0,3.0,0.1,16015526863746699756
1,39.0,2.9,1.64,16015527465042121196
1,31.5,3.1,1.31,16015527851589177836
1,34.0,3.5,0.14,16015528281085907436
1,37.0,3.4,1.8,16015528710582637036
1,33.5,3.4,0.47,16015529140079366636
1,36.0,3.5,-1.45,16015529526626423276
1,34.0,2.7,-0.84,16015529956123152876
1,16.5,2.9,-0.6,16015530428569555436
1,38.0,3.2,0.65,16015530858066285036
1,35.0,3.5,1.43,16015531287563014636
1,39.0,2.8,0.36,16015531717059744236
0,32.0,3.2,0.36,16015532103606800876
1,26.0,3.3,-0.25,16015532533103530476
0,41.0,2.9,1.64,16015532962600260076
1,18.0,2.5,-0.3,16015533349147316716
0,36.0,3.3,0.94,16015533778644046316
1,31.0,2.9,-0.03,16015534208140775916
0,33.25,2.8,0.36,16015534809436197356
0,21.0,2.2,-0.67,16015535238932926956
0,39.0,2.7,1.12,16015535711379329516
1,32.0,3.2,0.36,16015536140876059116
1,39.0,3.3,0.32,16015536570372788716
0,32.0,2.7,-1.73,16015536956919845356
0,31.5,2.6,0.42,16015537386416574956
0,31.0,3.1,-0.13,16015537815913304556
0,32.0,2.8,-0.37,16015538202460361196
0,27.0,3.4,-1.23,16015538631957090796
1,41.0,3.3,2.39,16015539061453820396
0,39.5,2.6,1.52,16015539448000877036
1,27.0,2.6,-0.46,16015539877497606636
